ID,Iso_ID,reference,DOI,site_id,date,latlong,latlong_n,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD.CH4_value_permil,dD.CH4_uncertainty,dD.CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity.flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,size_class_multi,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
901,4048,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Gosling,NA,-65.36,5,2008,River,Spring Creek,DIC,-13.5,0.2,permil,NA,NA,,,,1.0347,0.0032,fraction modern,27,6.4,permil,modern,30,7.78,30.145,-95.505,USA,N,1.0545,0.9812,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,19.9,A,A,NA,727,large,1000,815.7,8.171,1,83,7,198,1116,76,0,0,77,12,17,0,0,0,21,38,41,13,0,1723,10,179,56,199,1167,80,0,0,86,5,9,0,0,0,22,38,41,15,0,2416,73,286,36,5,5,1,850
902,4053,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Gosling,05/02/2009,-65.36,2,2009,River,Spring Creek,DIC,-9.5,0.2,permil,NA,NA,,OS,72779,0.8901,0.0029,fraction modern,-116,5.8,permil,935,25,8.09,30.145,-95.505,USA,N,1.0508,0.8471,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,14.2,A,A,NA,727,large,1000,815.7,8.171,1,83,7,198,1116,76,0,0,77,12,17,0,0,0,21,38,41,13,0,1723,10,179,56,199,1167,80,0,0,86,5,9,0,0,0,22,38,41,15,0,2416,73,286,36,5,5,1,1200
903,4054,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Gosling,14/05/2009,-65.36,2,2009,River,Spring Creek,DIC,-14.7,0.2,permil,NA,NA,,OS,74042,1.0435,0.0036,fraction modern,36,7.1,permil,modern,NA,,30.145,-95.505,USA,N,1.0508,0.9931,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,NA,A,A,NA,727,large,1000,815.7,8.171,1,83,7,198,1116,76,0,0,77,12,17,0,0,0,21,38,41,13,0,1723,10,179,56,199,1167,80,0,0,86,5,9,0,0,0,22,38,41,15,0,2416,73,286,36,5,5,1,1430
904,4055,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Mueschke,01/09/2007,-65.641,2,2007,River,Spring Creek,DIC,-14.8,0.2,permil,NA,NA,,OS,62605,1.0753,0.0037,fraction modern,68,7.3,permil,modern,NA,8.38,30.094,-95.735,USA,N,1.0578,1.0166,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,24.9,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,740
905,4056,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Mueschke,27/10/2007,-65.641,2,2007,River,Spring Creek,DIC,-13.8,0.2,permil,NA,NA,,OS,64356,1.0868,0.0036,fraction modern,79,7.2,permil,modern,NA,7.72,30.094,-95.735,USA,N,1.0578,1.0274,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,18.2,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,980
906,4057,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Mueschke,NA,-65.641,5,2008,River,Spring Creek,DIC,-14.2,0.2,permil,NA,NA,,,,1.0709,0.0034,fraction modern,63,6.8,permil,modern,NA,7.76,30.094,-95.735,USA,N,1.0545,1.0156,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,21.3,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,800
907,4062,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at Mueschke,05/02/2009,-65.641,1,2009,River,Spring Creek,DIC,-12.1,0.2,permil,NA,NA,,OS,72780,1.0744,0.0033,fraction modern,67,6.6,permil,modern,NA,8.14,30.094,-95.735,USA,N,1.0508,1.0225,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,11.1,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,1170
908,4063,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at RC,01/09/2007,-65.676,2,2007,River,Spring Creek,DIC,-14.8,0.2,permil,NA,NA,,OS,62606,1.0659,0.003,fraction modern,59,6,permil,modern,NA,8.22,30.087,-95.763,USA,N,1.0578,1.0077,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,25.9,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,1170
909,4064,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at RC,27/10/2007,-65.676,2,2007,River,Spring Creek,DIC,-14.5,0.2,permil,NA,NA,,OS,64357,1.054,0.0032,fraction modern,47,6.4,permil,modern,NA,7.27,30.087,-95.763,USA,N,1.0578,0.9964,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,17.2,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,1250
910,4065,"Zeng, FW., Masiello C.A. (2010) Sources of CO2 evasion from two subtropical rivers in North America. Biogeochemisty, 100: 211-225. ",https://doi.org/10.1007/s10533-010-9417-6,Spring Ck at RC,NA,-65.676,6,2008,River,Spring Creek,DIC,-14.45,0.2,permil,NA,NA,,,,1.05625,0.00365,fraction modern,49,7.2,permil,modern,NA,7.835,30.087,-95.763,USA,N,1.0545,1.0017,River,"Overfilled 250ml glass bottle 3 times, stored at 0 celcius, posioned with HgCl2, AMS at NOSAMS",d13C uncertainity assumed as NOMAS average,23.7,A,A,NA,727,large,1000,278.5,2.62,0,84,6,198,1097,75,0,0,54,19,24,1,0,0,21,38,41,12,0,3131,4,106,70,199,1127,78,0,0,56,11,16,0,0,0,21,39,41,14,0,810,23,238,48,5,5,1,770
911,4071,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,1,05/03/2009,-65.33333334,2,2009,River,Brazos River basin,DIC,-4.2,0.5,1 sd,NA,NA,,NOSAMS,,1.017,0.0282,fraction modern,10,14,1 sd,modern,NA,8.08,32.43333333,-97.76666667,USA,N,1.0508,0.9679,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,65350,large,100000,57265.6,38.46,3,687,10,166,595,41,0,9,6,42,47,13,0,0,22,36,42,10,15,1598,1,72,234,184,804,54,0,0,22,27,48,2,0,0,20,36,44,12,0,1887,19,228,134,8,5,6,3000
912,4072,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,1,23/07/2009,-65.33333334,2,2009,River,Brazos River basin,DIC,-3.5,0.5,1 sd,NA,NA,,NOSAMS,,0.9969,0.0282,fraction modern,-10,14,1 sd,25,228,8.55,32.43333333,-97.76666667,USA,N,1.0508,0.9487,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,65350,large,100000,57265.6,38.46,3,687,10,166,595,41,0,9,6,42,47,13,0,0,22,36,42,10,15,1598,1,72,234,184,804,54,0,0,22,27,48,2,0,0,20,36,44,12,0,1887,19,228,134,8,5,6,2300
913,4073,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,2,06/01/2008,-65.56666666,4,2008,River,Brazos River basin,DIC,-7.5,1.2,1 sd,NA,NA,,NOSAMS,,1.0804,0.1027,fraction modern,73,51,1 sd,modern,NA,8.65,31.56666667,-97.13333333,USA,N,1.0545,1.0246,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,75671,large,100000,67371.4,71.975,4,624,11,168,629,43,0,8,8,40,48,11,0,0,23,37,40,10,17,1641,1,76,126,193,823,57,0,0,19,49,29,0,0,0,35,35,30,10,20,3703,38,368,27,8,5,5,3500
914,4074,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,2,03/07/2008,-65.56666666,4,2008,River,Brazos River basin,DIC,-5.9,1.2,1 sd,NA,NA,,NOSAMS,,1.17,0.1027,fraction modern,162,51,1 sd,modern,NA,7.92,31.56666667,-97.13333333,USA,N,1.0545,1.1096,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,75671,large,100000,67371.4,71.975,4,624,11,168,629,43,0,8,8,40,48,11,0,0,23,37,40,10,17,1641,1,76,126,193,823,57,0,0,19,49,29,0,0,0,35,35,30,10,20,3703,38,368,27,8,5,5,2800
915,4075,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,2,30/10/2008,-65.56666666,4,2008,River,Brazos River basin,DIC,-5.7,1.2,1 sd,NA,NA,,NOSAMS,,1.1036,0.1027,fraction modern,96,51,1 sd,modern,NA,7.7,31.56666667,-97.13333333,USA,N,1.0545,1.0466,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,75671,large,100000,67371.4,71.975,4,624,11,168,629,43,0,8,8,40,48,11,0,0,23,37,40,10,17,1641,1,76,126,193,823,57,0,0,19,49,29,0,0,0,35,35,30,10,20,3703,38,368,27,8,5,5,2800
916,4076,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,2,23/07/2009,-65.56666666,4,2009,River,Brazos River basin,DIC,-4.6,1.2,1 sd,NA,NA,,NOSAMS,,1.1872,0.1027,fraction modern,179,51,1 sd,modern,NA,8.69,31.56666667,-97.13333333,USA,N,1.0508,1.1298,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,16,A,A,NA,75671,large,100000,67371.4,71.975,4,624,11,168,629,43,0,8,8,40,48,11,0,0,23,37,40,10,17,1641,1,76,126,193,823,57,0,0,19,49,29,0,0,0,35,35,30,10,20,3703,38,368,27,8,5,5,2600
917,4077,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,3,05/03/2009,-65.86666666,1,2009,River,Brazos River basin,DIC,-6.8,1.9,1 sd,NA,NA,,NOSAMS,,0.9223,0.1209,fraction modern,-84,60,1 sd,649,1059,8.01,30.56666667,-96.43333333,USA,N,1.0508,0.8778,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,99965,large,100000,93377.7,152.813,4,526,11,174,683,47,0,6,10,39,48,8,0,0,24,37,38,11,20,1921,1,82,77,201,998,68,0,0,2,38,41,10,0,0,22,39,40,10,0,7347,0,140,61,4,5,1,4200
918,4078,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,4,25/03/2007,-52.28333333,2,2007,River,Brazos River basin,DIC,-9.4,1.9,1 sd,NA,NA,,NOSAMS,,0.871,0.1208,fraction modern,-135,60,1 sd,1110,1122,8.22,43.9,-96.18333333,USA,N,1.0578,0.8234,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,112333,large,1000000,302.9,1.521,0,527,10,65,658,69,18,0,0,72,9,1,0,0,20,38,42,26,0,3542,0,64,486,67,662,68,17,0,0,77,9,1,0,0,20,37,42,23,0,3744,0,135,58,8,7,8,2400
919,4079,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,4,13/06/2007,-52.28333333,2,2007,River,Brazos River basin,DIC,-6.6,1.9,1 sd,NA,NA,,NOSAMS,,0.7584,0.1208,fraction modern,-220,60,1 sd,2221,1291,,43.9,-96.18333333,USA,N,1.0578,0.717,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,112333,large,1000000,302.9,1.521,0,527,10,65,658,69,18,0,0,72,9,1,0,0,20,38,42,26,0,3542,0,64,486,67,662,68,17,0,0,77,9,1,0,0,20,37,42,23,0,3744,0,135,58,8,7,8,4100
920,4080,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,5,25/03/2007,-66.28333333,1,2007,River,Brazos River basin,DIC,-9.2,0.6,1 sd,NA,NA,,NOSAMS,,0.8649,0.003,fraction modern,-141,1.5,1 sd,1166,28,8.24,29.81666667,-96.1,USA,N,1.0578,0.8177,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,113903,large,1000000,106454,232.342,5,475,11,177,721,49,0,5,10,38,48,7,0,0,24,37,38,11,18,2159,1,83,40,200,1040,70,0,0,0,39,51,4,0,0,21,38,41,12,0,2165,0,89,9,7,5,1,2500
921,4081,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,6,28/11/2007,-66.43333334,2,2007,River,Brazos River basin,DIC,-9.9,0.6,1 sd,NA,NA,,NOSAMS,,0.8116,0.003,fraction modern,-194,1.5,1 sd,1677,30,8.32,29.03333333,-95.46666667,USA,N,1.0578,0.7672,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,116068,large,1000000,109382.9,235.533,5,463,11,177,733,50,0,5,10,38,48,7,0,0,24,37,38,11,17,2186,2,86,7,206,1343,100,0,38,25,17,25,1,0,0,24,39,37,23,0,2294,50,341,20,7,5,1,2300
922,4082,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,6,19/11/2008,-66.43333334,2,2008,River,Brazos River basin,DIC,-10.6,0.6,1 sd,NA,NA,,NOSAMS,,0.8136,0.003,fraction modern,-192,1.5,1 sd,1657,30,7.83,29.03333333,-95.46666667,USA,N,1.0545,0.7715,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,116068,large,1000000,109382.9,235.533,5,463,11,177,733,50,0,5,10,38,48,7,0,0,24,37,38,11,17,2186,2,86,7,206,1343,100,0,38,25,17,25,1,0,0,24,39,37,23,0,2294,50,341,20,7,5,1,2000
923,4083,"Zeng, FW., Masiello, C.A., and Hockaday, W.C. (2011). Controls on the origin and cycling of riverine dissolved inorganic carbon in the Brazos River, Texas. Biogeochemistry, 104: 275-291. ",https://doi.org/10.1007/s10533-010-9501-y,7,28/11/2007,-66.5,1,2007,River,Brazos River basin,DIC,-9.9,1.6,1 sd,NA,NA,,NOSAMS,,0.9123,0.0018,fraction modern,-94,0.9,1 sd,738,16,7.94,28.88333333,-95.38333333,USA,N,1.0578,0.8624,River,"Collected using the headspace method and poisoned following sampling, acidified with H3PO",,21,A,A,NA,116100,large,1000000,109492.4,240.382,5,462,11,177,734,50,0,5,10,38,48,7,0,0,24,37,38,11,17,2187,2,86,2,209,1310,99,0,68,0,17,11,0,0,0,17,35,48,70,0,3046,0,158,11,7,5,1,2200
924,4084,"Zhong, J., Li, S., Zheng, L., Zhu, X., Yi, Y., Ma, T., Xu, S., Liu, C. (2021). Metamorphic fluxes of water and carbon in rivers of the eastern Qinghai-Tibetan Plateau. Science China Earth Sciences, 64(4): 652-661.",https://doi.org/10.1007/s11430-021-9873-7,DDR,01/08/2016,131.795,1,2016,River,Dadu River,DIC,-4.8,0.1,permil,NA,NA,,,,0.7611,0.0023,0.3 percent,-245,0.7,0.3 percent,2193,7,,29.632,102.163,China,N,1.019,0.7468,River,Water samples were injected into glass bottles which were prefilled with 85% phosphoric acid and magnetic stir bars. Then the CO2 was extracted and purified using a vacuum system,Assumed uncertainty based on previous publications by group,NA,A,B,NA,90000,large,100000,60488.3,761.15,0,3940,229,16,781,101,11,0,34,1,75,0,0,7,18,35,47,71,6,6123,0,84,1691,143,909,82,3,0,100,6,24,0,0,0,18,40,42,33,7,16153,7,146,1115,5,6,8,NA
925,4085,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,1,01/01/2018,129.2248836,1,2018,River,Hainan Island,DIC,-10.3,0.1,permil,NA,NA,,,,0.9487,0.0028,0.3 percent,-59,0.2,0.3 percent,423,1,7.2,19.38764876,109.8372348,China,N,1.0133,0.9363,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,23.8,A,B,NA,1000,large,1000,130.9,4.473,0,201,56,240,1641,116,0,0,25,15,43,2,0,0,23,29,47,22,0,2446,7,100,120,244,1538,109,0,0,7,13,29,1,0,0,26,31,42,21,0,2228,0,82,163,1,8,9,NA
926,4086,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,2,01/01/2018,129.2582683,1,2018,River,Hainan Island,DIC,-10.5,0.1,permil,NA,NA,,,,1.0197,0.0031,0.3 percent,11,0,0.3 percent,modern,NA,7.07,19.37534377,109.8829245,China,N,1.0133,1.0063,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,23.4,A,B,NA,500,large,1000,130.9,4.473,0,201,56,240,1641,116,0,0,25,15,43,2,0,0,23,29,47,22,0,2446,7,100,120,244,1538,109,0,0,7,13,29,1,0,0,26,31,42,21,0,2228,0,82,163,1,8,9,NA
927,4087,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,3,01/01/2018,129.3109569,1,2018,River,Hainan Island,DIC,-9.9,0.1,permil,NA,NA,,,,1.027,0.0031,0.3 percent,19,0.1,0.3 percent,modern,NA,7.25,19.38950303,109.9214539,China,N,1.0133,1.0135,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,24.9,A,B,NA,250,large,1000,130.9,4.473,0,201,56,240,1641,116,0,0,25,15,43,2,0,0,23,29,47,22,0,2446,7,100,120,244,1538,109,0,0,7,13,29,1,0,0,26,31,42,21,0,2228,0,82,163,1,8,9,NA
928,4089,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,5,01/01/2018,129.5088553,1,2018,River,Hainan Island,DIC,-11.1,0.1,permil,NA,NA,,,,1.0091,0.003,0.3 percent,1,0,0.3 percent,modern,NA,6.94,19.53375693,109.9750984,China,N,1.0133,0.9959,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,21.6,A,B,NA,100,large,100,90.7,2.948,4,141,43,241,1567,112,0,0,19,4,29,5,0,0,24,31,46,22,0,1661,0,109,109,242,1495,107,0,0,25,5,40,5,0,0,26,32,42,20,0,724,0,86,140,1,8,2,NA
929,4093,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,9,01/01/2018,129.6829831,1,2018,River,Hainan Island,DIC,-11.3,0.1,permil,NA,NA,,,,0.9698,0.0029,0.3 percent,-38,0.1,0.3 percent,246,1,6.36,19.71148796,109.9714951,China,N,1.0133,0.9571,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,20.2,A,B,NA,500,large,1000,566.5,16.726,10,100,20,241,1165,84,0,0,28,17,44,9,0,0,31,23,46,17,0,1500,3,128,58,243,1176,86,0,0,13,29,45,12,0,0,28,28,44,13,0,2974,16,149,122,1,8,2,NA
930,4095,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,11,01/01/2018,129.8750978,1,2018,River,Hainan Island,DIC,-8.1,0.1,permil,NA,NA,,,,0.9895,0.003,0.3 percent,-19,0.1,0.3 percent,85,0,6.55,19.73175421,110.1433436,China,N,1.0133,0.9765,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,18.1,A,B,NA,100,large,100,98.2,2.836,20,56,10,242,1305,98,0,0,16,49,17,17,0,0,33,32,36,16,0,3828,4,153,37,243,1341,100,0,0,10,54,5,21,0,0,27,35,38,9,0,7312,24,149,61,1,8,2,NA
931,4096,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,12,01/01/2018,129.9093645,1,2018,River,Hainan Island,DIC,-9.3,0.1,permil,NA,NA,,,,0.9724,0.0029,0.3 percent,-36,0.1,0.3 percent,225,1,7.18,19.75490912,110.1544554,China,N,1.0133,0.9596,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,18.4,A,B,NA,100,large,100,98.2,2.836,20,56,10,242,1305,98,0,0,16,49,17,17,0,0,33,32,36,16,0,3828,4,153,37,243,1341,100,0,0,10,54,5,21,0,0,27,35,38,9,0,7312,24,149,61,1,8,2,NA
